Marker,Chromosome,Linkage_Group,Cross,Start_Position_on_Chromosome,End_Position_on_Chromosome,LOD,Quantitative_Trait,Percent_Variance_Explained,Study_Specific_Information,Publication
RAD_19903,19,11,Pachon x Texas Surface F2,8666053,8666148,NA,NA,NA,NA,O.Quin.et.al.2012
JK_724.14r,19,NA,Tinaja x Surface F2,8730916,8731011,NA,NA,NA,NA,Kowalko.et.al.2013.CurrentBiology
JK_724.14r,19,NA,Tinaja x Surface F2,8730916,8731011,NA,NA,NA,NA,Kowalko.et.al.2013.CurrentBiology
RAD_93042,19,11,Tinaja x Surface F2,8778727,8778822,NA,NA,NA,NA,Kowalko.et.al.2013.CurrentBiology
RAD_93042,19,11,Tinaja x Surface F2,8778727,8778822,NA,NA,NA,NA,Kowalko.et.al.2013.CurrentBiology
RAD_93042,19,11,Pachon x Texas Surface F2,8778727,8778822,NA,NA,NA,NA,O.Quin.et.al.2012
Am41C,19,11,Pachon x Surface F2,9182601,9182221,NA,NA,NA,NA,Protas_et_al.2008
Am41C,19,11,Pachon x Surface F2,9182601,9182221,NA,NA,NA,NA,Protas_et_al.2008
Am41C,19,11,Pachon x Texas Surface F2,9182601,9182221,NA,NA,NA,NA,O.Quin.et.al.2012
RAD_70453,19,11,Tinaja x Surface F2,9509189,9509284,NA,NA,NA,NA,Kowalko.et.al.2013.CurrentBiology
RAD_70453,19,11,Tinaja x Surface F2,9509189,9509284,NA,NA,NA,NA,Kowalko.et.al.2013.CurrentBiology
RAD_70453,19,11,Pachon x Texas Surface F2,9509189,9509284,NA,NA,NA,NA,O.Quin.et.al.2012
JK_678.19r,19,NA,Tinaja x Surface F2,11091371,11091466,NA,NA,NA,NA,Kowalko.et.al.2013.CurrentBiology
JK_678.19r,19,NA,Tinaja x Surface F2,11091371,11091466,NA,NA,NA,NA,Kowalko.et.al.2013.CurrentBiology
RAD_65270,19,11,Tinaja x Surface F2,11135321,11135416,NA,NA,NA,NA,Kowalko.et.al.2013.CurrentBiology
RAD_65270,19,11,Tinaja x Surface F2,11135321,11135416,NA,NA,NA,NA,Kowalko.et.al.2013.CurrentBiology
RAD_65270,19,11,Pachon x Texas Surface F2,11135321,11135416,NA,NA,NA,NA,O.Quin.et.al.2012
Am206E,19,11,Pachon x Texas Surface F2,12528033,12528521,NA,NA,NA,NA,O.Quin.et.al.2012
Am239A,19,3,Pachon x Surface F2,12787986,12788645,NA,NA,NA,NA,Protas_et_al.2008
Am239A,19,3,Pachon x Surface F2,12787986,12788645,NA,NA,NA,NA,Protas_et_al.2008
RAD_69027,19,11,Pachon x Texas Surface F2,13685860,13685955,NA,NA,NA,NA,O.Quin.et.al.2012
RAD_21502,19,11,Pachon x Texas Surface F2,15223304,15223399,NA,NA,NA,NA,O.Quin.et.al.2012
Am106B,19,11,Pachon x Texas Surface F2,15818874,15819339,NA,NA,NA,NA,O.Quin.et.al.2012
RAD_28710,19,11,Pachon x Texas Surface F2,16964853,16964948,NA,NA,NA,NA,O.Quin.et.al.2012
RAD_88707,19,11,Pachon x Texas Surface F2,17131027,17130932,NA,NA,NA,NA,O.Quin.et.al.2012
Am127A,19,11,Pachon x Texas Surface F2,19745092,19745691,NA,NA,NA,NA,O.Quin.et.al.2012
RAD_70721,19,11,Pachon x Texas Surface F2,22278713,22278618,NA,NA,NA,NA,O.Quin.et.al.2012
RAD_4051,19,11,Pachon x Texas Surface F2,22823779,22823684,NA,NA,NA,NA,O.Quin.et.al.2012
RAD_19878,19,11,Pachon x Texas Surface F2,22883494,22883589,NA,NA,NA,NA,O.Quin.et.al.2012
JK_796.24r,19,NA,Tinaja x Surface F2,23338560,23338655,NA,NA,NA,NA,Kowalko.et.al.2013.CurrentBiology
JK_796.24r,19,NA,Tinaja x Surface F2,23338560,23338655,NA,NA,NA,NA,Kowalko.et.al.2013.CurrentBiology
RAD_34713,19,11,Pachon x Texas Surface F2,27066004,27066099,NA,NA,NA,NA,O.Quin.et.al.2012
RAD_11257,19,11,Pachon x Texas Surface F2,27512479,27512384,NA,NA,NA,NA,O.Quin.et.al.2012
RAD_86010,19,11,Pachon x Texas Surface F2,27882862,27882767,NA,NA,NA,NA,O.Quin.et.al.2012
RAD_58175,19,11,Pachon x Texas Surface F2,28908259,28908351,NA,NA,NA,NA,O.Quin.et.al.2012
RAD_33301,19,11,Pachon x Texas Surface F2,29641283,29641188,NA,NA,NA,NA,O.Quin.et.al.2012
RAD_61695,19,11,Pachon x Texas Surface F2,30059242,30059147,NA,NA,NA,NA,O.Quin.et.al.2012
RAD_3486,19,11,Pachon x Texas Surface F2,31406720,31406623,NA,NA,NA,NA,O.Quin.et.al.2012
RAD_25262,19,11,Pachon x Texas Surface F2,31797352,31797447,NA,NA,NA,NA,O.Quin.et.al.2012
RAD_87332,19,11,Pachon x Texas Surface F2,32240814,32240909,NA,NA,NA,NA,O.Quin.et.al.2012
Am114B,19,11,Pachon x Texas Surface F2,32696668,32696540,NA,NA,NA,NA,O.Quin.et.al.2012
RAD_61566,19,11,Pachon x Texas Surface F2,34053428,34053335,NA,NA,NA,NA,O.Quin.et.al.2012
RAD_11927,19,11,Pachon x Texas Surface F2,34073832,34073927,NA,NA,NA,NA,O.Quin.et.al.2012
RAD_9562,19,11,Pachon x Texas Surface F2,34555339,34555434,NA,NA,NA,NA,O.Quin.et.al.2012
RAD_14743,20,10,Pachon x Surface F2,5021638,5021543,NA,NA,NA,NA,Protas_et_al.2008
Am139B,20,10,Pachon x Surface F2,6005812,6005380,NA,NA,NA,NA,Protas_et_al.2008
NYU14,20,10,Pachon x Surface F2,7858330,7858882,NA,NA,NA,NA,Protas_et_al.2008
NYU14,20,10,Pachon x Surface F2,7858330,7858882,NA,NA,NA,NA,Protas_et_al.2008
NYU14,20,10,Pachon x Surface F2,7858330,7858882,NA,NA,NA,NA,Protas_et_al.2008
NYU14,20,10,Pachon x Surface F2,7858330,7858882,NA,NA,NA,NA,Protas_et_al.2008
NYU14,20,10,Pachon x Surface F2,7858330,7858882,NA,NA,NA,NA,Protas_et_al.2008
NYU14,20,10,Pachon x Surface F2,7858330,7858882,NA,NA,NA,NA,Protas_et_al.2008
NYU14,20,10,Pachon x Surface F2,7858330,7858882,NA,NA,NA,NA,Protas_et_al.2008
NYU14,20,10,Pachon x Surface F2,7858330,7858882,NA,NA,NA,NA,Protas_et_al.2008
NYU14,20,10,Pachon x Surface F2,7858330,7858882,NA,NA,NA,NA,Protas_et_al.2007
NYU14,20,10,Pachon x Surface F2,7858330,7858882,NA,NA,NA,NA,Protas_et_al.2007
RAD_11021,20,10,Pachon x Surface F2,13480689,13480594,NA,NA,NA,NA,Protas_et_al.2008
RAD_51215,20,10,Pachon x Surface F2,15909892,15909987,NA,NA,NA,NA,Protas_et_al.2008
RAD_65638,20,10,Pachon x Surface F2,16856463,16856558,NA,NA,NA,NA,Protas_et_al.2008
RAD_70750,20,10,Pachon x Surface F2,16963383,16963478,NA,NA,NA,NA,Protas_et_al.2008
Am207A,20,10,Pachon x Surface F2,17075020,17074555,NA,NA,NA,NA,Protas_et_al.2008
Am228E,20,10,Pachon x Surface F2,18699755,18699300,NA,NA,NA,NA,Protas_et_al.2008
Am227D,20,10,Pachon x Surface F2,19018553,19018834,NA,NA,NA,NA,Protas_et_al.2008
Am103C,20,10,Pachon x Surface F2,21349656,21349155,NA,NA,NA,NA,Protas_et_al.2008
RAD_31051,20,10,Pachon x Surface F2,27428833,27428738,NA,NA,NA,NA,Protas_et_al.2008
Am211E,20,10,Pachon x Surface F2,28962840,28962221,NA,NA,NA,NA,Protas_et_al.2008
Am211E,20,10,Pachon x Surface F2,28962840,28962221,NA,NA,NA,NA,Protas_et_al.2008
Am143A,20,10,Pachon x Surface F2,30291840,30292458,NA,NA,NA,NA,Protas_et_al.2008
NYU10,21,9,Pachon x Surface F2,2582091,2581953,NA,NA,NA,NA,Protas_et_al.2008
Am222C,21,9,Pachon x Surface F2,2692332,2692942,NA,NA,NA,NA,Protas_et_al.2008
Am130A,21,9,Pachon x Surface F2,3144327,3143622,NA,NA,NA,NA,Protas_et_al.2008
RAD_72042,21,9,Pachon x Surface F2,7034128,7034036,NA,NA,NA,NA,Protas_et_al.2008
Am207B,21,9,Pachon x Surface F2,7347374,7347730,NA,NA,NA,NA,Protas_et_al.2008
Am122B,21,9,Pachon x Surface F2,7385713,7385025,NA,NA,NA,NA,Protas_et_al.2008
RAD_90523,22,14,Pachon x Surface F2,3962182,3962277,NA,NA,NA,NA,Protas_et_al.2008
RAD_22966,22,14,Pachon x Surface F2,4955853,4955948,NA,NA,NA,NA,Protas_et_al.2008
RAD_22966,22,14,Pachon x Surface F2,4955853,4955948,NA,NA,NA,NA,Protas_et_al.2007
Am214F,22,14,Pachon x Surface F2,5454385,5453683,NA,NA,NA,NA,Protas_et_al.2008
Am214F,22,14,Pachon x Surface F2,5454385,5453683,NA,NA,NA,NA,Protas_et_al.2008
Am214F,22,14,Pachon x Surface F2,5454385,5453683,NA,NA,NA,NA,Protas_et_al.2007
RAD_66439,22,14,Pachon x Surface F2,5617342,5617247,NA,NA,NA,NA,Protas_et_al.2008
RAD_66439,22,14,Pachon x Surface F2,5617342,5617247,NA,NA,NA,NA,Protas_et_al.2007
RAD_19643,22,14,Pachon x Surface F2,6137434,6137529,NA,NA,NA,NA,Protas_et_al.2008
RAD_19643,22,14,Pachon x Surface F2,6137434,6137529,NA,NA,NA,NA,Protas_et_al.2007
RAD_3350,22,14,Pachon x Surface F2,17488431,17488526,NA,NA,NA,NA,Protas_et_al.2008
Am27C,22,14,Pachon x Surface F2,17832049,17832656,NA,NA,NA,NA,Protas_et_al.2008
RAD_6124,22,14,Pachon x Surface F2,17853770,17853675,NA,NA,NA,NA,Protas_et_al.2008
RAD_29967,22,14,Pachon x Surface F2,18017827,18017922,NA,NA,NA,NA,Protas_et_al.2008
RAD_75960,22,14,Pachon x Surface F2,18463597,18463692,NA,NA,NA,NA,Protas_et_al.2008
NYU32,22,14,Pachon x Surface F2,19799630,19799386,NA,NA,NA,NA,Protas_et_al.2008
Am2B,22,14,Pachon x Surface F2,21062526,21063000,NA,NA,NA,NA,Protas_et_al.2008
Am2B,22,14,Pachon x Surface F2,21062526,21063000,NA,NA,NA,NA,Protas_et_al.2007
Am2B,22,14,Pachon x Surface F2,21062526,21063000,NA,NA,NA,NA,Protas_et_al.2007
RAD_75942,22,14,Pachon x Surface F2,26513077,26512991,NA,NA,NA,NA,Protas_et_al.2008
RAD_75942,22,14,Pachon x Surface F2,26513077,26512991,NA,NA,NA,NA,Protas_et_al.2007
RAD_75942,22,14,Pachon x Surface F2,26513077,26512991,NA,NA,NA,NA,Protas_et_al.2007
RAD_43329,22,14,Pachon x Surface F2,27181211,27181306,NA,NA,NA,NA,Protas_et_al.2008
RAD_43329,22,14,Pachon x Surface F2,27181211,27181306,NA,NA,NA,NA,Protas_et_al.2007
RAD_43329,22,14,Pachon x Surface F2,27181211,27181306,NA,NA,NA,NA,Protas_et_al.2007
RAD_38936,22,14,Pachon x Surface F2,27670332,27670427,NA,NA,NA,NA,Protas_et_al.2008
RAD_38936,22,14,Pachon x Surface F2,27670332,27670427,NA,NA,NA,NA,Protas_et_al.2007
RAD_38936,22,14,Pachon x Surface F2,27670332,27670427,NA,NA,NA,NA,Protas_et_al.2007
Am23B,22,14,Pachon x Surface F2,28206087,28205361,NA,NA,NA,NA,Protas_et_al.2008
Am23B,22,14,Pachon x Surface F2,28206087,28205361,NA,NA,NA,NA,Protas_et_al.2007
Am23B,22,14,Pachon x Surface F2,28206087,28205361,NA,NA,NA,NA,Protas_et_al.2007
Am116B,23,25,Pachon x Surface F2,4497732,4497970,NA,NA,NA,NA,Protas_et_al.2008
NYU40,23,25,Pachon x Surface F2,26430540,26430040,NA,NA,NA,NA,Protas_et_al.2008
RAD_38716,23,25,Pachon x Surface F2,28192192,28192097,NA,NA,NA,NA,Protas_et_al.2008
RAD_52882,23,25,Pachon x Surface F2,29080081,29080176,NA,NA,NA,NA,Protas_et_al.2008
RAD_77528,23,25,Pachon x Surface F2,29160965,29161060,NA,NA,NA,NA,Protas_et_al.2008
RAD_38799,23,25,Pachon x Surface F2,29511237,29511142,NA,NA,NA,NA,Protas_et_al.2008
RAD_69886,23,25,Pachon x Surface F2,30597362,30597267,NA,NA,NA,NA,Protas_et_al.2008
Am206B,23,25,Pachon x Surface F2,30939507,30939075,NA,NA,NA,NA,Protas_et_al.2008
Am201E,23,25,Pachon x Surface F2,31561763,31562222,NA,NA,NA,NA,Protas_et_al.2008
RAD_87988,23,25,Pachon x Surface F2,31626322,31626229,NA,NA,NA,NA,Protas_et_al.2008
RAD_94022,23,25,Pachon x Surface F2,32001660,32001755,NA,NA,NA,NA,Protas_et_al.2008
RAD_51590,23,25,Pachon x Surface F2,32865914,32865819,NA,NA,NA,NA,Protas_et_al.2008
RAD_10852,23,25,Pachon x Surface F2,34943385,34943479,NA,NA,NA,NA,Protas_et_al.2008
Am228C,24,6,NA,395100,394490,NA,NA,NA,NA,Kowalko.et.al.2013.PNAS
Am237C,24,6,NA,395100,394490,NA,NA,NA,NA,Kowalko.et.al.2013.PNAS
Am231A,24,6,Pachon x Surface F2,7950833,7950424,NA,NA,NA,NA,Protas_et_al.2007
RAD_93450,24,6,Pachon x Surface F2,8479754,8479848,NA,NA,NA,NA,Protas_et_al.2007
RAD_22219,24,6,Pachon x Surface F2,8479756,8479661,NA,NA,NA,NA,Protas_et_al.2007
Am235F,24,6,Pachon x Surface F2,9865272,9865714,NA,NA,NA,NA,Protas_et_al.2008
Am235F,24,6,Pachon x Surface F2,9865272,9865714,NA,NA,NA,NA,Protas_et_al.2007
RAD_47674,24,6,Pachon x Surface F2,10725869,10725964,NA,NA,NA,NA,Protas_et_al.2007
RAD_98329,24,6,Pachon x Surface F2,11313193,11313288,NA,NA,NA,NA,Protas_et_al.2007
NYU30,24,6,Pachon x Surface F2,12831311,12832162,NA,NA,NA,NA,Protas_et_al.2008
NYU30,24,6,Pachon x Surface F2,12831311,12832162,NA,NA,NA,NA,Protas_et_al.2008
NYU30,24,6,NA,12831311,12832162,NA,NA,NA,NA,Kowalko.et.al.2013.PNAS
RAD_67181,24,6,NA,22852107,22852014,NA,NA,NA,NA,Kowalko.et.al.2013.PNAS
Am211A,24,6,Pachon x Texas Surface F2 and F3,25331694,25331271,NA,NA,NA,"In this study, quantitative traits were measured in both F2 and F3 fish",Yoshizawa.et.al.2012
Am211A,24,6,NA,25331694,25331271,NA,NA,NA,NA,Kowalko.et.al.2013.PNAS
Am111C,24,6,Pachon x Texas Surface F2 and F3,25508840,25509315,NA,NA,NA,"In this study, quantitative traits were measured in both F2 and F3 fish",Yoshizawa.et.al.2012
Am111C,24,6,NA,25508840,25509315,NA,NA,NA,NA,Kowalko.et.al.2013.PNAS
RAD_45540,24,6,NA,30812431,30812336,NA,NA,NA,NA,Kowalko.et.al.2013.PNAS
Am241D,24,6,NA,31634376,31633703,NA,NA,NA,NA,Kowalko.et.al.2013.PNAS
Am226F,24,19,Pachon x Surface F2,33573518,33572899,NA,NA,NA,NA,Protas_et_al.2008
Am226F,24,19,Pachon x Surface F2,33573518,33572899,NA,NA,NA,NA,Protas_et_al.2008
Am234A,24,6,Pachon x Surface F2,35033860,35034249,NA,NA,NA,NA,Protas_et_al.2007
RAD_31901,24,6,Pachon x Surface F2,35198015,35197920,NA,NA,NA,NA,Protas_et_al.2007
RAD_57718,24,6,Pachon x Surface F2,35512689,35512784,NA,NA,NA,NA,Protas_et_al.2007
Am208D,24,6,Pachon x Surface F2,36209522,36209101,NA,NA,NA,NA,Protas_et_al.2007
RAD_59620,24,6,Pachon x Surface F2,37097823,37097918,NA,NA,NA,NA,Protas_et_al.2007
RAD_72551,24,6,Pachon x Surface F2,37526075,37525983,NA,NA,NA,NA,Protas_et_al.2007
Am107C,24,6,Pachon x Surface F2,38495347,38496064,NA,NA,NA,NA,Protas_et_al.2007
RAD_80019,24,6,Pachon x Surface F2,39082472,39082567,NA,NA,NA,NA,Protas_et_al.2007
RAD_26916,24,6,Pachon x Surface F2,41694702,41694797,NA,NA,NA,NA,Protas_et_al.2007
RAD_66363,24,6,Pachon x Surface F2,41792073,41792168,NA,NA,NA,NA,Protas_et_al.2008
RAD_66363,24,6,Pachon x Surface F2,41792073,41792168,NA,NA,NA,NA,Protas_et_al.2007
Am235A,24,6,Pachon x Surface F2,41905320,41904871,NA,NA,NA,NA,Protas_et_al.2008
Am235A,24,6,Pachon x Surface F2,41905320,41904871,NA,NA,NA,NA,Protas_et_al.2007
RAD_36772,24,6,Pachon x Surface F2,43199950,43200045,NA,NA,NA,NA,Protas_et_al.2008
RAD_36772,24,6,Pachon x Surface F2,43199950,43200045,NA,NA,NA,NA,Protas_et_al.2007
RAD_80188,24,6,Pachon x Surface F2,43802768,43802673,NA,NA,NA,NA,Protas_et_al.2008
RAD_80188,24,6,Pachon x Surface F2,43802768,43802673,NA,NA,NA,NA,Protas_et_al.2007
NYU29,24,6,Pachon x Surface F2,44958088,44957573,NA,NA,NA,NA,Protas_et_al.2008
NYU29,24,6,Pachon x Surface F2,44958088,44957573,NA,NA,NA,NA,Protas_et_al.2007
Am133B,25,4,Pachon x Surface F2,2499827,2500557,NA,NA,NA,NA,Protas_et_al.2008
Am133B,25,4,Pachon x Surface F2,2499827,2500557,NA,NA,NA,NA,Protas_et_al.2008
Am133B,25,4,Pachon x Surface F2,2499827,2500557,NA,NA,NA,NA,Protas_et_al.2008
Am133B,25,4,Pachon x Surface F2,2499827,2500557,NA,NA,NA,NA,Protas_et_al.2008
Am133B,25,4,Pachon x Surface F2,2499827,2500557,NA,NA,NA,NA,Protas_et_al.2008
Am133B,25,4,Pachon x Surface F2,2499827,2500557,NA,NA,NA,NA,Protas_et_al.2007
RAD_84956,25,4,Pachon x Surface F2,3551632,3551537,NA,NA,NA,NA,Protas_et_al.2008
RAD_84956,25,4,Pachon x Surface F2,3551632,3551537,NA,NA,NA,NA,Protas_et_al.2008
RAD_84956,25,4,Pachon x Surface F2,3551632,3551537,NA,NA,NA,NA,Protas_et_al.2008
RAD_84956,25,4,Pachon x Surface F2,3551632,3551537,NA,NA,NA,NA,Protas_et_al.2008
RAD_84956,25,4,Pachon x Surface F2,3551632,3551537,NA,NA,NA,NA,Protas_et_al.2008
Am44B,25,4,Pachon x Surface F2,4192485,4191683,NA,NA,NA,NA,Protas_et_al.2008
Am44B,25,4,Pachon x Surface F2,4192485,4191683,NA,NA,NA,NA,Protas_et_al.2008
Am44B,25,4,Pachon x Surface F2,4192485,4191683,NA,NA,NA,NA,Protas_et_al.2008
Am44B,25,4,Pachon x Surface F2,4192485,4191683,NA,NA,NA,NA,Protas_et_al.2008
Am44B,25,4,Pachon x Surface F2,4192485,4191683,NA,NA,NA,NA,Protas_et_al.2008
Am44B,25,4,Pachon x Surface F2,4192485,4191683,NA,NA,NA,NA,Protas_et_al.2007
RAD_74656,25,4,Pachon x Surface F2,12912319,12912414,NA,NA,NA,NA,Protas_et_al.2008
RAD_88212,25,4,Pachon x Surface F2,13138134,13138039,NA,NA,NA,NA,Protas_et_al.2008
RAD_16205,25,4,Pachon x Surface F2,13927650,13927555,NA,NA,NA,NA,Protas_et_al.2008
RAD_79497,25,4,Pachon x Surface F2,14643975,14643880,NA,NA,NA,NA,Protas_et_al.2008
Am39A,25,4,Pachon x Surface F2,15090292,15089976,NA,NA,NA,NA,Protas_et_al.2008
RAD_77720,25,4,Pachon x Surface F2,15277791,15277696,NA,NA,NA,NA,Protas_et_al.2008
RAD_48750,25,4,Pachon x Surface F2,15404182,15404277,NA,NA,NA,NA,Protas_et_al.2008
Am128A,25,4,Pachon x Surface F2,15474128,15474808,NA,NA,NA,NA,Protas_et_al.2008
RAD_95530,25,4,Pachon x Surface F2,16925696,16925601,NA,NA,NA,NA,Protas_et_al.2008
RAD_89262,25,4,Pachon x Surface F2,18396380,18396473,NA,NA,NA,NA,Protas_et_al.2008
Am209C,25,4,Pachon x Surface F2,20604514,20604201,NA,NA,NA,NA,Protas_et_al.2008
Am209C,25,4,Pachon x Surface F2,20604514,20604201,NA,NA,NA,NA,Protas_et_al.2008
Am209C,25,4,Pachon x Surface F2,20604514,20604201,NA,NA,NA,NA,Protas_et_al.2007
Am209C,25,4,Pachon x Texas Surface F2 and F3,20604514,20604201,NA,NA,NA,"In this study, quantitative traits were measured in both F2 and F3 fish",Yoshizawa.et.al.2012
Am16C,25,4,Pachon x Surface F2,22988739,22988420,NA,NA,NA,NA,Protas_et_al.2008
Am16C,25,4,Pachon x Surface F2,22988739,22988420,NA,NA,NA,NA,Protas_et_al.2007
Am16C,25,4,Pachon x Surface F2,22988739,22988420,NA,NA,NA,NA,Protas_et_al.2007
Am16C,25,4,Pachon x Texas Surface F2 and F3,22988739,22988420,NA,NA,NA,"In this study, quantitative traits were measured in both F2 and F3 fish",Yoshizawa.et.al.2012
RAD_79590,25,4,Pachon x Surface F2,23702751,23702846,NA,NA,NA,NA,Protas_et_al.2008
RAD_79590,25,4,Pachon x Surface F2,23702751,23702846,NA,NA,NA,NA,Protas_et_al.2007
RAD_79590,25,4,Pachon x Texas Surface F2 and F3,23702751,23702846,NA,NA,NA,"In this study, quantitative traits were measured in both F2 and F3 fish",Yoshizawa.et.al.2012
RAD_9218,25,4,Pachon x Surface F2,24502415,24502510,NA,NA,NA,NA,Protas_et_al.2008
RAD_9218,25,4,Pachon x Surface F2,24502415,24502510,NA,NA,NA,NA,Protas_et_al.2007
RAD_9218,25,4,Pachon x Texas Surface F2 and F3,24502415,24502510,NA,NA,NA,"In this study, quantitative traits were measured in both F2 and F3 fish",Yoshizawa.et.al.2012
NYU24,25,4,Pachon x Surface F2,26727673,26728094,NA,NA,NA,NA,Protas_et_al.2008
NYU24,25,4,Pachon x Surface F2,26727673,26728094,NA,NA,NA,NA,Protas_et_al.2007
NYU24,25,4,Pachon x Surface F2,26727673,26728094,NA,NA,NA,NA,Protas_et_al.2007
NYU24,25,4,Pachon x Texas Surface F2 and F3,26727673,26728094,NA,NA,NA,"In this study, quantitative traits were measured in both F2 and F3 fish",Yoshizawa.et.al.2012
RAD_12916,25,4,Pachon x Surface F2,29585708,29585613,NA,NA,NA,NA,Protas_et_al.2008
RAD_12916,25,4,Pachon x Surface F2,29585708,29585613,NA,NA,NA,NA,Protas_et_al.2007
RAD_12916,25,4,Pachon x Surface F2,29585708,29585613,NA,NA,NA,NA,Protas_et_al.2007
RAD_12916,25,4,Pachon x Texas Surface F2 and F3,29585708,29585613,NA,NA,NA,"In this study, quantitative traits were measured in both F2 and F3 fish",Yoshizawa.et.al.2012
Am211C,25,4,Pachon x Surface F2,29683507,29683965,NA,NA,NA,NA,Protas_et_al.2008
Am211C,25,4,Pachon x Surface F2,29683507,29683965,NA,NA,NA,NA,Protas_et_al.2008
Am211C,25,4,Pachon x Surface F2,29683507,29683965,NA,NA,NA,NA,Protas_et_al.2007
Am211C,25,4,Pachon x Surface F2,29683507,29683965,NA,NA,NA,NA,Protas_et_al.2007
Am211C,25,4,Pachon x Texas Surface F2 and F3,29683507,29683965,NA,NA,NA,"In this study, quantitative traits were measured in both F2 and F3 fish",Yoshizawa.et.al.2012
RAD_80517,25,4,Pachon x Surface F2,29832863,29832768,NA,NA,NA,NA,Protas_et_al.2008
RAD_80517,25,4,Pachon x Surface F2,29832863,29832768,NA,NA,NA,NA,Protas_et_al.2007
RAD_80517,25,4,Pachon x Surface F2,29832863,29832768,NA,NA,NA,NA,Protas_et_al.2007
RAD_80517,25,4,Pachon x Texas Surface F2 and F3,29832863,29832768,NA,NA,NA,"In this study, quantitative traits were measured in both F2 and F3 fish",Yoshizawa.et.al.2012
NYU33,25,4,Pachon x Surface F2,31624562,31624142,NA,NA,NA,NA,Protas_et_al.2008
NYU33,25,4,Pachon x Surface F2,31624562,31624142,NA,NA,NA,NA,Protas_et_al.2007
RAD_40023,25,4,Pachon x Surface F2,32048113,32048208,NA,NA,NA,NA,Protas_et_al.2008
RAD_40023,25,4,Pachon x Surface F2,32048113,32048208,NA,NA,NA,NA,Protas_et_al.2007
Am136B,25,4,Pachon x Surface F2,32058761,32058235,NA,NA,NA,NA,Protas_et_al.2008
Am136B,25,4,Pachon x Surface F2,32058761,32058235,NA,NA,NA,NA,Protas_et_al.2007
Am136B,25,4,Pachon x Surface F2,32058761,32058235,NA,NA,NA,NA,Protas_et_al.2007
RAD_67706,25,4,Pachon x Surface F2,34137451,34137546,NA,NA,NA,NA,Protas_et_al.2007
RAD_49979,25,4,Pachon x Surface F2,36113105,36113010,NA,NA,NA,NA,Protas_et_al.2008
RAD_49979,25,4,Pachon x Surface F2,36113105,36113010,NA,NA,NA,NA,Protas_et_al.2007
RAD_90665,25,4,Pachon x Surface F2,36399454,36399359,NA,NA,NA,NA,Protas_et_al.2007
Am112B,25,4,Pachon x Surface F2,42242732,42241849,NA,NA,NA,NA,Protas_et_al.2008
Am112B,25,4,Pachon x Surface F2,42242732,42241849,NA,NA,NA,NA,Protas_et_al.2008
Am112B,25,4,Pachon x Surface F2,42242732,42241849,NA,NA,NA,NA,Protas_et_al.2008
Am112B,25,4,Pachon x Surface F2,42242732,42241849,NA,NA,NA,NA,Protas_et_al.2008
Am112B,25,4,Pachon x Surface F2,42242732,42241849,NA,NA,NA,NA,Protas_et_al.2008
Am112B,25,4,Pachon x Surface F2,42242732,42241849,NA,NA,NA,NA,Protas_et_al.2008
Am112B,25,4,Pachon x Surface F2,42242732,42241849,NA,NA,NA,NA,Protas_et_al.2008
Am112B,25,4,Pachon x Surface F2,42242732,42241849,NA,NA,NA,NA,Protas_et_al.2008
Am217B,25,4,Pachon x Surface F2,42743970,42743388,NA,NA,NA,NA,Protas_et_al.2008
Am217B,25,4,Pachon x Surface F2,42743970,42743388,NA,NA,NA,NA,Protas_et_al.2008
Am217B,25,4,Pachon x Surface F2,42743970,42743388,NA,NA,NA,NA,Protas_et_al.2008
Am217B,25,4,Pachon x Surface F2,42743970,42743388,NA,NA,NA,NA,Protas_et_al.2008
Am217B,25,4,Pachon x Surface F2,42743970,42743388,NA,NA,NA,NA,Protas_et_al.2008
Am217B,25,4,Pachon x Surface F2,42743970,42743388,NA,NA,NA,NA,Protas_et_al.2008
Am217B,25,4,Pachon x Surface F2,42743970,42743388,NA,NA,NA,NA,Protas_et_al.2008
Am217B,25,4,Pachon x Surface F2,42743970,42743388,NA,NA,NA,NA,Protas_et_al.2008
Am217B,25,4,Pachon x Surface F2,42743970,42743388,NA,NA,NA,NA,Protas_et_al.2007
Am217B,25,4,Pachon x Surface F2,42743970,42743388,NA,NA,NA,NA,Protas_et_al.2007
RAD_89910,25,4,Pachon x Surface F2,42862006,42861911,NA,NA,NA,NA,Protas_et_al.2008
RAD_89910,25,4,Pachon x Surface F2,42862006,42861911,NA,NA,NA,NA,Protas_et_al.2008
RAD_89910,25,4,Pachon x Surface F2,42862006,42861911,NA,NA,NA,NA,Protas_et_al.2008
RAD_89910,25,4,Pachon x Surface F2,42862006,42861911,NA,NA,NA,NA,Protas_et_al.2008
RAD_89910,25,4,Pachon x Surface F2,42862006,42861911,NA,NA,NA,NA,Protas_et_al.2008
RAD_89910,25,4,Pachon x Surface F2,42862006,42861911,NA,NA,NA,NA,Protas_et_al.2008
RAD_89910,25,4,Pachon x Surface F2,42862006,42861911,NA,NA,NA,NA,Protas_et_al.2008
RAD_89910,25,4,Pachon x Surface F2,42862006,42861911,NA,NA,NA,NA,Protas_et_al.2008
RAD_89910,25,4,Pachon x Surface F2,42862006,42861911,NA,NA,NA,NA,Protas_et_al.2007
RAD_89910,25,4,Pachon x Surface F2,42862006,42861911,NA,NA,NA,NA,Protas_et_al.2007
