"","Gene_stable_ID","Comparison","logFC","PValue","Gene_name","Gene_description","Ensembl_Family_Description","Condition","Publication","Age_at_Sampling","Tissue"
"19125","ENSAMXG00000035830","Rio Choy-Control",0.356586831695455,0.057401392686572,"slc30a7",NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"19126","ENSAMXG00000035831","Rio Choy-Control",-0.367765388110561,0.589988288991536,"itga2b",NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"19127","ENSAMXG00000035832","Rio Choy-Control",0.728414245084376,0.815198225092117,NA,NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"19130","ENSAMXG00000035835","Rio Choy-Control",0.0561347305269657,0.817100756963358,NA,NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"19131","ENSAMXG00000035836","Rio Choy-Control",-0.100287654406621,0.70293494681602,"nrip2",NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"19132","ENSAMXG00000035837","Rio Choy-Control",0.0180115393439489,0.983636440581622,"ovch2",NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"19133","ENSAMXG00000035838","Rio Choy-Control",-0.267131073274317,0.876061232440132,NA,NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"19134","ENSAMXG00000035839","Rio Choy-Control",-0.242232471525326,0.55948566453014,"VAV1",NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"19135","ENSAMXG00000035840","Rio Choy-Control",0.735295520535179,0.268300082312307,"morn3",NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"19136","ENSAMXG00000035841","Rio Choy-Control",-0.087464342697228,0.779408467117485,"frzb",NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"19138","ENSAMXG00000035843","Rio Choy-Control",0.19459785523731,0.881542471918354,"apela",NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"19140","ENSAMXG00000035845","Rio Choy-Control",0.71299506819531,0.0169085654291538,"mrps14",NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"19141","ENSAMXG00000035846","Rio Choy-Control",-0.0439338116853752,0.840220161036589,"CYTH2",NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"19142","ENSAMXG00000035847","Rio Choy-Control",-0.426833704465007,0.0718631727202037,"angptl5",NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"19143","ENSAMXG00000035848","Rio Choy-Control",0.319050552621033,0.539885728235852,NA,NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"19144","ENSAMXG00000035849","Rio Choy-Control",-0.231301921539126,0.408056149999176,"pdca",NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"19145","ENSAMXG00000035850","Rio Choy-Control",-0.250966244660543,0.62421145021426,NA,NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"19146","ENSAMXG00000035851","Rio Choy-Control",0.0505131436473902,0.858609577591587,"tcf3a",NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"19147","ENSAMXG00000035852","Rio Choy-Control",0.803086365083324,0.152898098100949,"zgc:171740",NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"19148","ENSAMXG00000035853","Rio Choy-Control",-0.245200283136753,0.344257998738093,"pofut2",NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"19149","ENSAMXG00000035854","Rio Choy-Control",0.263421816624247,0.902275202846139,NA,NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"19150","ENSAMXG00000035855","Rio Choy-Control",0.056909031122806,0.785243188123987,"emb",NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"19151","ENSAMXG00000035856","Rio Choy-Control",-1.6357322475159,0.13424020317175,"si:dkey-95p16.1",NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"19152","ENSAMXG00000035857","Rio Choy-Control",0.170983168087934,0.770669181171878,"P2RY8",NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"19153","ENSAMXG00000035858","Rio Choy-Control",0.728414245084376,0.815198225092117,NA,NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"19154","ENSAMXG00000035859","Rio Choy-Control",0.00273532497265816,0.985811505679376,"GRAMD2A",NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"19155","ENSAMXG00000035860","Rio Choy-Control",-0.233370771508521,0.940309096240848,NA,NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"19157","ENSAMXG00000035862","Rio Choy-Control",0.113467499575587,0.896708733983789,NA,NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"19158","ENSAMXG00000035863","Rio Choy-Control",-1.11693390102961,0.459038305771195,NA,NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"19159","ENSAMXG00000035864","Rio Choy-Control",0.728414245084376,0.815198225092117,NA,NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"19161","ENSAMXG00000035866","Rio Choy-Control",-0.995199086122775,0.153817023570629,NA,NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"19162","ENSAMXG00000035867","Rio Choy-Control",-1.51222369862033,0.177371575357641,NA,NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"19163","ENSAMXG00000035868","Rio Choy-Control",0.615896987892763,0.0321992831636044,"twistnb",NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"19164","ENSAMXG00000035869","Rio Choy-Control",0.109884918608732,0.853266761417559,"ppp1r3ab",NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"19165","ENSAMXG00000035870","Rio Choy-Control",0.247522904518967,0.9366966916435,NA,NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"19166","ENSAMXG00000035871","Rio Choy-Control",-0.389157560567923,0.256587978584768,"ubtf",NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"19167","ENSAMXG00000035872","Rio Choy-Control",-1.12834378483703,0.357505545970455,NA,NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"19168","ENSAMXG00000035873","Rio Choy-Control",0.0671386445564838,0.859892659537696,"hs6st1a",NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"19169","ENSAMXG00000035874","Rio Choy-Control",0.0870323275932923,0.748076099995189,NA,NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"19170","ENSAMXG00000035875","Rio Choy-Control",-0.40560286236768,0.134067303675084,NA,NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"19171","ENSAMXG00000035876","Rio Choy-Control",-0.969054481344664,0.0580012418179462,"si:cabz01030277.1",NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"19172","ENSAMXG00000035877","Rio Choy-Control",-0.233370771508521,0.940309096240848,NA,NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"19173","ENSAMXG00000035878","Rio Choy-Control",-1.91223173611104,0.218244370095814,NA,NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"19174","ENSAMXG00000035879","Rio Choy-Control",-0.0565674693933606,0.806124898998376,NA,NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"19176","ENSAMXG00000035881","Rio Choy-Control",0.910821748227799,0.0433781937488289,NA,NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"19177","ENSAMXG00000035882","Rio Choy-Control",0.306277709853019,0.682326403545896,NA,NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"19178","ENSAMXG00000035883","Rio Choy-Control",0.282288937297632,0.375846454812195,"rps13",NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"19180","ENSAMXG00000035885","Rio Choy-Control",0.0730871498529872,0.688567287619335,"hrasa",NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"19181","ENSAMXG00000035886","Rio Choy-Control",1.58256280721546,0.611098273975234,NA,NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"19182","ENSAMXG00000035887","Rio Choy-Control",-0.149739822305189,0.694603412181117,"SERP1",NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"19184","ENSAMXG00000035889","Rio Choy-Control",0.428314399186187,0.239647423063046,"praf2",NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"19186","ENSAMXG00000035891","Rio Choy-Control",1.64564184112406,0.545872099501955,NA,NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"19187","ENSAMXG00000035892","Rio Choy-Control",0.313291154209024,0.224335161362502,"acaa2",NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"19189","ENSAMXG00000035894","Rio Choy-Control",0.122781294815852,0.756123685528028,"sh2d1ab",NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"19190","ENSAMXG00000035895","Rio Choy-Control",0.247522904518968,0.9366966916435,NA,NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"19193","ENSAMXG00000035898","Rio Choy-Control",-0.834949585779739,0.0591005319674027,"SOX11",NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"19194","ENSAMXG00000035899","Rio Choy-Control",-0.778600885165605,0.50488043865752,"f2rl1.1",NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"19195","ENSAMXG00000035900","Rio Choy-Control",0.214342543846885,0.486860226937784,"rom1b",NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"19196","ENSAMXG00000035901","Rio Choy-Control",0.371705819919679,0.293574856175575,"zgc:113363",NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"19197","ENSAMXG00000035902","Rio Choy-Control",0.00405081761374827,0.986689162689608,"arl6",NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"19198","ENSAMXG00000035903","Rio Choy-Control",-0.015548008381383,0.96944760321432,"adcyap1r1a",NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"19199","ENSAMXG00000035904","Rio Choy-Control",0.0570770395272815,0.788481512573519,"tmed4",NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"19200","ENSAMXG00000035905","Rio Choy-Control",0.378972076801353,0.114433658355922,"dkk3a",NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"19201","ENSAMXG00000035906","Rio Choy-Control",-0.233370771508521,0.940309096240848,NA,NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"19202","ENSAMXG00000035907","Rio Choy-Control",0.620009981574552,0.203343609710768,"alkal1",NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"19204","ENSAMXG00000035909","Rio Choy-Control",-1.57504494265901,0.50197900637404,NA,NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"19205","ENSAMXG00000035910","Rio Choy-Control",0.3419638467024,0.134121260508892,NA,NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"19206","ENSAMXG00000035911","Rio Choy-Control",0.154649455562533,0.912953543317702,NA,NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"19207","ENSAMXG00000035912","Rio Choy-Control",-0.308733011682798,0.473904360688397,NA,NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"19209","ENSAMXG00000035914","Rio Choy-Control",-0.415777999889214,0.105207424248907,"si:dkey-24l11.2",NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"19210","ENSAMXG00000035915","Rio Choy-Control",0.190830622222796,0.329269573335398,"lin7a",NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"19211","ENSAMXG00000035916","Rio Choy-Control",-0.613679518801756,0.77641850203066,NA,NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"19212","ENSAMXG00000035917","Rio Choy-Control",-0.274472731468561,0.858173816357519,NA,NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"19213","ENSAMXG00000035918","Rio Choy-Control",0.187660682763529,0.496169039922544,"kcnb2",NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"19214","ENSAMXG00000035919","Rio Choy-Control",-0.178991142837776,0.466363535927883,"rab5ab",NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"19215","ENSAMXG00000035920","Rio Choy-Control",-0.750413947704407,0.144309332538676,NA,NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"19216","ENSAMXG00000035921","Rio Choy-Control",0.120035759111508,0.65934969459958,"gabrr2b",NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"19217","ENSAMXG00000035922","Rio Choy-Control",0.257651948125199,0.184217652412775,"NUP54",NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"19219","ENSAMXG00000035924","Rio Choy-Control",-0.423988588384921,0.354284385068748,NA,NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"19221","ENSAMXG00000035926","Rio Choy-Control",-0.27742796957041,0.900963164066084,NA,NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"19222","ENSAMXG00000035927","Rio Choy-Control",-0.252131173041289,0.475040154795738,"si:ch211-201h21.5",NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"19223","ENSAMXG00000035928","Rio Choy-Control",0.00909152678532741,0.977383423473114,"cdr2a",NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"19225","ENSAMXG00000035930","Rio Choy-Control",-0.157455243744451,0.326938894178068,"MOB3B",NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"19226","ENSAMXG00000035931","Rio Choy-Control",0.0571353695858585,0.885279752550163,"ryr1b",NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"19227","ENSAMXG00000035932","Rio Choy-Control",0.259893584434128,0.297307715576292,"rom1a",NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"19229","ENSAMXG00000035934","Rio Choy-Control",-0.425843171850957,0.138105067345556,"khk",NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"19231","ENSAMXG00000035936","Rio Choy-Control",-0.183540043614463,0.419543412448952,"sox19b",NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"19232","ENSAMXG00000035937","Rio Choy-Control",-2.12359006692031,0.290508499441212,NA,NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"19233","ENSAMXG00000035938","Rio Choy-Control",-0.120562784728089,0.726549521006263,"artna",NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"19234","ENSAMXG00000035939","Rio Choy-Control",0.728414245084376,0.815198225092117,NA,NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"19236","ENSAMXG00000035941","Rio Choy-Control",-0.304181845929737,0.733313464723469,NA,NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"19238","ENSAMXG00000035943","Rio Choy-Control",0.0546718472477074,0.939672823166798,NA,NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"19240","ENSAMXG00000035945","Rio Choy-Control",0.210440350114115,0.33600546662521,"zgc:162730",NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"19241","ENSAMXG00000035946","Rio Choy-Control",0.0574651619028297,0.747537893705523,"zgc:113531",NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"19242","ENSAMXG00000035947","Rio Choy-Control",-0.171998608845306,0.749775527108807,"APCDD1",NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"19243","ENSAMXG00000035948","Rio Choy-Control",0.228030811027657,0.567973991333714,"si:ch211-147m6.1",NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"19244","ENSAMXG00000035949","Rio Choy-Control",-0.801942677389425,0.0742068524429743,NA,NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"19245","ENSAMXG00000035950","Rio Choy-Control",0.18740166064744,0.443883599358456,"fgf1a",NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"19246","ENSAMXG00000035951","Rio Choy-Control",-1.21808210965856,0.528975579238039,NA,NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"19249","ENSAMXG00000035954","Rio Choy-Control",-0.0933524686623644,0.652666827565569,"babam2",NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"19251","ENSAMXG00000035956","Rio Choy-Control",-0.665414461953941,0.509586985520206,NA,NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"19252","ENSAMXG00000035957","Rio Choy-Control",-0.0592505577303698,0.851687381462021,"nemp1",NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"19253","ENSAMXG00000035958","Rio Choy-Control",-0.0949536368895421,0.520477197090168,"arhgef7b",NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"19254","ENSAMXG00000035959","Rio Choy-Control",0.505537059794869,0.229991200448058,"snpha",NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"19257","ENSAMXG00000035962","Rio Choy-Control",-0.0440357368631056,0.862764498142593,"amer1",NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"19258","ENSAMXG00000035963","Rio Choy-Control",-0.216710674856322,0.502779097130308,NA,NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"19260","ENSAMXG00000035965","Rio Choy-Control",0.154826951104782,0.789574340651829,NA,NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"19261","ENSAMXG00000035966","Rio Choy-Control",-0.188211028095916,0.884202886201816,NA,NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"19262","ENSAMXG00000035967","Rio Choy-Control",-0.32840213680562,0.385604263783599,"znf384l",NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"19263","ENSAMXG00000035968","Rio Choy-Control",0.0602854416450803,0.94421775362515,"rapgef6",NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"19264","ENSAMXG00000035969","Rio Choy-Control",-1.56230102690576,0.0251836432586278,NA,NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"19265","ENSAMXG00000035970","Rio Choy-Control",-0.378523103989065,0.242775206289179,"cldnh",NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"19266","ENSAMXG00000035971","Rio Choy-Control",0.112221069373992,0.479841068032605,"rnf13",NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"19267","ENSAMXG00000035972","Rio Choy-Control",0.106079795203148,0.741041978354917,"rem1",NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"19269","ENSAMXG00000035974","Rio Choy-Control",0.557364881426197,0.0517680005791623,"cox11",NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"19270","ENSAMXG00000035975","Rio Choy-Control",0.227033798985756,0.912591581671784,NA,NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"19271","ENSAMXG00000035976","Rio Choy-Control",-0.233370771508521,0.940309096240848,"or107-1",NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"19272","ENSAMXG00000035977","Rio Choy-Control",0.868333687741295,0.0996874469194864,"camkva",NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"19273","ENSAMXG00000035978","Rio Choy-Control",-2.30570587141862,0.0465446516637151,NA,NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"19274","ENSAMXG00000035979","Rio Choy-Control",0.394377222101526,0.198870444298665,"cbx4",NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"19275","ENSAMXG00000035980","Rio Choy-Control",0.509928234262341,0.148895638854446,"tlcd5b",NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"19276","ENSAMXG00000035981","Rio Choy-Control",-0.233370771508521,0.940309096240848,NA,NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"19277","ENSAMXG00000035982","Rio Choy-Control",-0.729615758134685,0.161867257873052,NA,NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"19278","ENSAMXG00000035983","Rio Choy-Control",0.111372813969456,0.841218982208807,NA,NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"19279","ENSAMXG00000035984","Rio Choy-Control",-0.156540661960264,0.618269459965678,"gabrp",NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"19280","ENSAMXG00000035985","Rio Choy-Control",0.242894317487684,0.536244945730967,NA,NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"19281","ENSAMXG00000035986","Rio Choy-Control",-0.916827733761226,0.047057595482715,NA,NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"19282","ENSAMXG00000035987","Rio Choy-Control",-0.585597586263378,0.189008063616022,NA,NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"19283","ENSAMXG00000035988","Rio Choy-Control",-0.354180834312691,0.857958871559107,NA,NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"19286","ENSAMXG00000035991","Rio Choy-Control",-0.129561205535621,0.718481387427872,"e2f4",NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"19287","ENSAMXG00000035992","Rio Choy-Control",-0.0129197007199973,0.934019842384522,"senp2",NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"19288","ENSAMXG00000035993","Rio Choy-Control",0.284119056204576,0.694444405973748,NA,NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"19289","ENSAMXG00000035994","Rio Choy-Control",0.847063866237079,0.008847146792206,"timm10b",NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"19290","ENSAMXG00000035995","Rio Choy-Control",0.425375158128561,0.270403941507692,"heatr3",NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"19291","ENSAMXG00000035996","Rio Choy-Control",0.799829464504051,0.00223547924301045,"srsf1a",NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"19292","ENSAMXG00000035997","Rio Choy-Control",-0.169443952020465,0.49275708916445,"myclb",NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"19293","ENSAMXG00000035998","Rio Choy-Control",0.363176702240768,0.360088529030583,"rps12",NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"19294","ENSAMXG00000035999","Rio Choy-Control",0.218421619248576,0.300512080058201,"tipin",NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"19295","ENSAMXG00000036000","Rio Choy-Control",0.455100137975005,0.282476958879748,NA,NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"19296","ENSAMXG00000036001","Rio Choy-Control",-0.231320346718342,0.739004695689985,"SLC5A7",NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"19297","ENSAMXG00000036002","Rio Choy-Control",0.137301894559455,0.514276030717269,"sypb",NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"19298","ENSAMXG00000036003","Rio Choy-Control",0.331300737772341,0.771545115580657,NA,NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"19299","ENSAMXG00000036004","Rio Choy-Control",-0.195023169157262,0.65896935933293,"si:ch211-163l21.7",NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"19300","ENSAMXG00000036005","Rio Choy-Control",0.140761919678295,0.932033272023993,"lhfpl5a",NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"19301","ENSAMXG00000036006","Rio Choy-Control",0.402064707624684,0.17117892563607,"alkbh8",NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"19302","ENSAMXG00000036007","Rio Choy-Control",1.7274741833656,0.578065482666815,NA,NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"19303","ENSAMXG00000036008","Rio Choy-Control",-0.244421144295813,0.187096219359639,NA,NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"19304","ENSAMXG00000036009","Rio Choy-Control",-1.14535835324801,0.336106517983489,NA,NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"19305","ENSAMXG00000036010","Rio Choy-Control",1.23256757038979,2.23657731351967e-06,"anxa2a",NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"19307","ENSAMXG00000036012","Rio Choy-Control",-0.0417908572985488,0.898136724242555,NA,NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"19308","ENSAMXG00000036013","Rio Choy-Control",-0.537550327987127,0.450844397807559,"zgc:77784",NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"19309","ENSAMXG00000036014","Rio Choy-Control",-1.45620442636265,0.303591955760359,NA,NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"19310","ENSAMXG00000036015","Rio Choy-Control",0.176079816443665,0.707220367849895,"kitlgb",NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"19311","ENSAMXG00000036016","Rio Choy-Control",-0.272343259735433,0.426570167341687,"msc",NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"19312","ENSAMXG00000036017","Rio Choy-Control",-0.233370771508521,0.940309096240848,NA,NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"19313","ENSAMXG00000036018","Rio Choy-Control",0.230077112359612,0.210850842598076,"emc4",NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"19314","ENSAMXG00000036019","Rio Choy-Control",0.488221825567667,0.0975584043789061,NA,NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"19315","ENSAMXG00000036020","Rio Choy-Control",0.325462102280297,0.102114781506851,"polr3f",NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"19316","ENSAMXG00000036021","Rio Choy-Control",-0.428812298482683,0.244396232958165,NA,NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"19317","ENSAMXG00000036022","Rio Choy-Control",0.331462889829567,0.476321503520295,"vax1",NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"19318","ENSAMXG00000036023","Rio Choy-Control",0.216471784202133,0.42507805581885,"rbp1.1",NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
"19320","ENSAMXG00000036025","Rio Choy-Control",-1.1963281368622,0.10127184566323,"cica",NA,NA,"Sleep deprivation","McGaugh_2020","30 dpf","Whole organism"
