"Scaffold","Start_Locus","End_Locus","Gene_ID","Gene_Name"
"APWO02000072.1",1067959,1110805,"ENSAMXG00000007890","unkl"
"APWO02000072.1",1116835,1123583,"ENSAMXG00000035290","ensembl"
"APWO02000072.1",1142988,1204279,"ENSAMXG00000025934","gper1"
"APWO02000072.1",1372879,1504384,"ENSAMXG00000039125","baiap3"
"APWO02000072.1",1528808,1554282,"ENSAMXG00000041809","ube2ia"
"APWO02000072.1",1564718,1585729,"ENSAMXG00000003010","ensembl"
"APWO02000072.1",1607703,1620353,"ENSAMXG00000032463","ensembl"
"APWO02000072.1",1624627,1658131,"ENSAMXG00000002744","pdpk1a"
"APWO02000072.1",1671148,1689004,"ENSAMXG00000038345","kctd5a"
"APWO02000072.1",1716289,1748519,"ENSAMXG00000002715","usp31"
"APWO02000062.1",3058,19956,"ENSAMXG00000037995","cyp1d1"
"APWO02000062.1",25819,55676,"ENSAMXG00000037325","tmc2b"
"APWO02000062.1",69045,99198,"ENSAMXG00000006254","TMC1"
"APWO02000062.1",130076,159845,"ENSAMXG00000030833","zfand5a"
"APWO02000062.1",175431,207175,"ENSAMXG00000033218","gda"
"APWO02000062.1",222261,227156,"ENSAMXG00000034842","C9orf85"
"APWO02000062.1",236861,265831,"ENSAMXG00000031149","abhd17b"
"APWO02000062.1",276263,348130,"ENSAMXG00000006374","cemip2"
"APWO02000062.1",577782,702121,"ENSAMXG00000019114","trpm3"
"APWO02000062.1",710177,713146,"ENSAMXG00000019111","klf9"
"APWO02000062.1",726170,735328,"ENSAMXG00000019109","ensembl"
"APWO02000062.1",831069,924067,"ENSAMXG00000030661","wscd2"
"APWO02000062.1",933081,938266,"ENSAMXG00000037742","CMKLR1"
"APWO02000062.1",952865,953914,"ENSAMXG00000040831","cmklr1"
"APWO02000062.1",997598,1005101,"ENSAMXG00000039212","ensembl"
"APWO02000062.1",1032093,1073620,"ENSAMXG00000034593","ensembl"
"APWO02000062.1",1095191,1106145,"ENSAMXG00000040231","lman2lb"
"APWO02000062.1",1113585,1127712,"ENSAMXG00000034030","zgc:64051"
"APWO02000062.1",1143250,1155597,"ENSAMXG00000004222","araf"
"APWO02000062.1",1161063,1174577,"ENSAMXG00000037958","usp30"
"APWO02000062.1",1175410,1179911,"ENSAMXG00000033317","pxmp2"
"APWO02000062.1",1185845,1189767,"ENSAMXG00000039531","isg15"
"APWO02000062.1",1195542,1195799,"ENSAMXG00000029458","isg15"
"APWO02000062.1",1202582,1203160,"ENSAMXG00000035639","isg15"
"APWO02000062.1",1208188,1209285,"ENSAMXG00000030334","isg15"
"APWO02000062.1",1211713,1215879,"ENSAMXG00000004252","gatc"
"APWO02000062.1",1225006,1244273,"ENSAMXG00000004268","slc6a4b"
"APWO02000062.1",1257885,1349591,"ENSAMXG00000004296","sgsm1a"
"APWO02000062.1",1361580,1380122,"ENSAMXG00000004307","ankrd13a"
"APWO02000062.1",1388228,1418167,"ENSAMXG00000004320","git2a"
"APWO02000062.1",1424081,1430057,"ENSAMXG00000004358","tchp"
"APWO02000062.1",1432719,1446864,"ENSAMXG00000032628","gltpa"
"APWO02000062.1",1461438,1488838,"ENSAMXG00000004376","trpv4"
"APWO02000062.1",1512423,1552897,"ENSAMXG00000036155","fam222a"
"APWO02000062.1",1684050,1695928,"ENSAMXG00000004399","mvk"
"APWO02000062.1",1706670,1710363,"ENSAMXG00000034747","ensembl"
"APWO02001314.1",272874,274271,"ENSAMXG00000024815","chst2b"
"APWO02001314.1",280844,336132,"ENSAMXG00000015165","trpc1"
"APWO02001314.1",343562,365767,"ENSAMXG00000015137","pcolce2b"
"APWO02001314.1",369235,386000,"ENSAMXG00000015110","mastl"
"APWO02001314.1",392116,416626,"ENSAMXG00000040216","acbd5a"
"APWO02001314.1",418707,536924,"ENSAMXG00000036700","abi1a"
"APWO02001314.1",546180,562923,"ENSAMXG00000030487","pdss1"
"APWO02001314.1",567599,585291,"ENSAMXG00000041126","ensembl"
"APWO02001314.1",587726,671275,"ENSAMXG00000029790","apbb1ip"
"APWO02001314.1",691209,700074,"ENSAMXG00000019135","si:ch211-37e10.2"
"APWO02001314.1",726812,756649,"ENSAMXG00000031904","gad2"
"APWO02001314.1",759077,766111,"ENSAMXG00000035323","ensembl"
"APWO02001314.1",773051,925240,"ENSAMXG00000030129","myo3a"
"APWO02001314.1",1015082,1025177,"ENSAMXG00000038696","anxa13"
"APWO02001314.1",1055517,1209516,"ENSAMXG00000019869","gpr158a"
"APWO02001314.1",1231867,1269595,"ENSAMXG00000006603","GALNT11"
"APWO02001314.1",1300751,1307385,"ENSAMXG00000036494","ensembl"
"APWO02001314.1",1331599,1332615,"ENSAMXG00000029640","ensembl"
"APWO02001314.1",1579707,1586074,"ENSAMXG00000035786","XRCC2"
"APWO02000180.1",20373,24345,"ENSAMXG00000041614","ensembl"
"APWO02000180.1",82354,86597,"ENSAMXG00000035772","ensembl"
"APWO02000180.1",106042,117199,"ENSAMXG00000040801","LRRTM4"
"APWO02000180.1",461040,462330,"ENSAMXG00000039678","ensembl"
"APWO02000180.1",559910,590432,"ENSAMXG00000000294","ppp2r2ab"
"APWO02000180.1",605889,610063,"ENSAMXG00000032355","bnip3lb"
"APWO02000180.1",622923,687010,"ENSAMXG00000000288","dpysl2b"
"APWO02000180.1",699286,710259,"ENSAMXG00000000284","adra1ab"
"APWO02000180.1",726117,729742,"ENSAMXG00000042204","tmem230a"
"APWO02000180.1",739385,814367,"ENSAMXG00000000273","igsf9a"
"APWO02000180.1",1092733,1230317,"ENSAMXG00000026501","lrrtm4l1"
"APWO02000180.1",1274524,1407211,"ENSAMXG00000038466","si:ch211-127i16.2"
"APWO02000180.1",1293741,1297170,"ENSAMXG00000033384","ensembl"
"APWO02000180.1",1409744,1429356,"ENSAMXG00000037895","ensembl"
"APWO02000180.1",1434889,1467914,"ENSAMXG00000029457","atp6v1b2"
"APWO02000180.1",1475209,1537053,"ENSAMXG00000013464","itga2.2"
"APWO02000180.1",1542045,1547129,"ENSAMXG00000013493","mocs2"
"APWO02000180.1",1545775,1549380,"ENSAMXG00000042570","ensembl"
"APWO02000180.1",1546540,1570817,"ENSAMXG00000034630","fstb"
"APWO02000065.1",572866,588173,"ENSAMXG00000002462","ensembl"
"APWO02000065.1",598519,602456,"ENSAMXG00000043458","kcnk15"
"APWO02000065.1",618486,635372,"ENSAMXG00000002443","ogfr"
"APWO02000065.1",635307,692171,"ENSAMXG00000002074","col9a3"
"APWO02000065.1",681756,714429,"ENSAMXG00000033631","ensembl"
"APWO02000065.1",715042,754672,"ENSAMXG00000042302","ensembl"
"APWO02000065.1",771549,795503,"ENSAMXG00000035516","hmga1a"
"APWO02000065.1",802971,812034,"ENSAMXG00000037930","smim29"
"APWO02000065.1",830389,843433,"ENSAMXG00000036383","ensembl"
"APWO02000065.1",844326,871878,"ENSAMXG00000020424","smc1al"
"APWO02000065.1",882914,901245,"ENSAMXG00000020429","si:dkey-96f10.1"
"APWO02000065.1",954513,967363,"ENSAMXG00000039849","snai1b"
"APWO02000065.1",1030201,1043055,"ENSAMXG00000020437","tp53inp2"
"APWO02000065.1",1055364,1084493,"ENSAMXG00000020442","GGT7"
"APWO02000065.1",1094095,1117324,"ENSAMXG00000004196","ncoa6"
"APWO02000065.1",1119707,1140532,"ENSAMXG00000039705","zgc:114123"
"APWO02000065.1",1142728,1158137,"ENSAMXG00000032479","ensembl"
"APWO02000065.1",1165209,1187876,"ENSAMXG00000020451","top1"
"APWO02000065.1",1193396,1291027,"ENSAMXG00000020468","plcg1"
"APWO02000065.1",1300095,1305817,"ENSAMXG00000020512","zhx3"
"APWO02000065.1",1339123,1348915,"ENSAMXG00000037270","rab5if"
"APWO02000065.1",1354435,1375131,"ENSAMXG00000020520","DHX35"
"APWO02000043.1",73289,165451,"ENSAMXG00000036985","ensembl"
"APWO02000043.1",648734,652625,"ENSAMXG00000030453","ensembl"
"APWO02000043.1",765622,808562,"ENSAMXG00000009199","cdh11"
"APWO02000043.1",965224,975301,"ENSAMXG00000043678","ensembl"
"APWO02000043.1",1019441,1027754,"ENSAMXG00000029505","ensembl"
"APWO02000043.1",1178862,1180221,"ENSAMXG00000033528","ensembl"
"APWO02000043.1",1541900,1562397,"ENSAMXG00000009933","cdh5"
"APWO02000026.1",3090,9836,"ENSAMXG00000043688","ankrd28b"
"APWO02000026.1",17894,37147,"ENSAMXG00000004228","rb1cc1"
"APWO02000026.1",110773,112830,"ENSAMXG00000041785","ensembl"
"APWO02000026.1",122499,126981,"ENSAMXG00000035774","ensembl"
"APWO02000026.1",142055,148651,"ENSAMXG00000004269","pcmtd1"
"APWO02000026.1",157500,194156,"ENSAMXG00000032073","sntg1"
"APWO02000026.1",197896,203608,"ENSAMXG00000038235","snai2"
"APWO02000026.1",255766,262581,"ENSAMXG00000041649","ube2v2"
"APWO02000026.1",264507,275170,"ENSAMXG00000004298","mcm4"
"APWO02000026.1",280262,281427,"ENSAMXG00000037523","cebpd"
"APWO02000026.1",283561,319786,"ENSAMXG00000034318","SPIDR"
"APWO02000026.1",326600,334690,"ENSAMXG00000033250","mapre2"
"APWO02000026.1",343083,357896,"ENSAMXG00000004333","dtna"
"APWO02000026.1",388829,404104,"ENSAMXG00000044115","si:dkeyp-7a3.1"
"APWO02000026.1",423752,436005,"ENSAMXG00000043692","klhl14"
"APWO02000026.1",439325,450460,"ENSAMXG00000004384","abcd4"
"APWO02000026.1",464575,542531,"ENSAMXG00000004421","OBSCN"
"APWO02000026.1",478652,480725,"ENSAMXG00000039627","ensembl"
"APWO02000026.1",548572,552994,"ENSAMXG00000035374","ensembl"
"APWO02000026.1",553015,574720,"ENSAMXG00000006218","gnal2"
"APWO02000026.1",581381,586835,"ENSAMXG00000004470","pak1ip1"
"APWO02000026.1",589458,598861,"ENSAMXG00000004486","pck2"
"APWO02000026.1",609350,611053,"ENSAMXG00000039644","psme1"
"APWO02000026.1",616741,618126,"ENSAMXG00000030381","otud1"
"APWO02000026.1",622313,630184,"ENSAMXG00000038592","tgif1"
"APWO02000026.1",640621,684550,"ENSAMXG00000031066","dlgap1b"
"APWO02000026.1",730438,751094,"ENSAMXG00000038741","pdcd6"
"APWO02000026.1",752586,764343,"ENSAMXG00000032839","rec8b"
"APWO02000026.1",768364,771633,"ENSAMXG00000015420","si:ch211-196f5.2"
"APWO02000026.1",773299,793270,"ENSAMXG00000037878","ipo4"
"APWO02000026.1",796967,800294,"ENSAMXG00000032305","nanog"
"APWO02000026.1",805819,812730,"ENSAMXG00000015479","tm9sf1"
"APWO02000026.1",815559,821641,"ENSAMXG00000031183","fen1"
"APWO02000026.1",826436,830612,"ENSAMXG00000042280","ensembl"
"APWO02000026.1",847537,848580,"ENSAMXG00000033652","ensembl"
"APWO02000026.1",852100,853163,"ENSAMXG00000042745","ensembl"
"APWO02000026.1",856764,858957,"ENSAMXG00000040775","ensembl"
"APWO02000026.1",858638,866422,"ENSAMXG00000036594","tmem241"
"APWO02000026.1",868004,875676,"ENSAMXG00000015617","riok3"
"APWO02000026.1",878367,879797,"ENSAMXG00000015654","si:ch211-282b22.1"
"APWO02000026.1",881914,886460,"ENSAMXG00000034087","fbxo45"
"APWO02000026.1",889287,901231,"ENSAMXG00000015694","nrros"
"APWO02000026.1",912194,923579,"ENSAMXG00000041847","sh3glb1a"
"APWO02000026.1",925188,932217,"ENSAMXG00000014863","uba5"
"APWO02000026.1",935012,959266,"ENSAMXG00000015731","nphp3"
"APWO02000026.1",964280,965167,"ENSAMXG00000015747","ensembl"
"APWO02000026.1",972126,1099813,"ENSAMXG00000015776","si:ch211-285f17.1"
"APWO02000026.1",1126204,1153535,"ENSAMXG00000040017","tmeff1b"
"APWO02000026.1",1184712,1219988,"ENSAMXG00000015872","ensembl"
"APWO02000026.1",1223094,1227960,"ENSAMXG00000030365","cavin4b"
"APWO02000026.1",1232343,1293608,"ENSAMXG00000015959","ensembl"
"APWO02000026.1",1296257,1308157,"ENSAMXG00000015976","rmc1"
"APWO02000026.1",1318396,1321842,"ENSAMXG00000038435","ino80e"
"APWO02000026.1",1325537,1332012,"ENSAMXG00000031687","ino80e"
"APWO02000026.1",1335969,1346864,"ENSAMXG00000041825","si:ch73-54f23.4"
"APWO02000026.1",1358508,1380078,"ENSAMXG00000038415","si:dkeyp-77h1.4"
"APWO02000026.1",1395072,1399281,"ENSAMXG00000035242","ensembl"
"APWO02000026.1",1405913,1407004,"ENSAMXG00000018987","ensembl"
"APWO02000026.1",1408258,1413855,"ENSAMXG00000041772","ensembl"
"APWO02000026.1",1417097,1427551,"ENSAMXG00000016054","flot1b"
"APWO02000026.1",1435162,1483451,"ENSAMXG00000016066","ddr1"
"APWO02000026.1",1504635,1519863,"ENSAMXG00000016080","gnl1"
"APWO02000026.1",1521550,1541214,"ENSAMXG00000032718","si:ch211-154o6.2"
"APWO02000026.1",1545254,1554395,"ENSAMXG00000016108","si:ch211-154o6.3"
"APWO02000132.1",97272,167039,"ENSAMXG00000010737","RARB"
"APWO02000132.1",174863,208518,"ENSAMXG00000010783","top2b"
"APWO02000132.1",210419,223248,"ENSAMXG00000010851","ngly1"
"APWO02000132.1",227544,229676,"ENSAMXG00000034988","nutf2l"
"APWO02000132.1",238276,242428,"ENSAMXG00000010881","adnp2b"
"APWO02000132.1",245721,248029,"ENSAMXG00000039280","txnl4a"
"APWO02000132.1",249657,257720,"ENSAMXG00000036551","ensembl"
"APWO02000132.1",258810,275990,"ENSAMXG00000010895","ints8"
"APWO02000132.1",277594,284986,"ENSAMXG00000010904","CCNE2"
"APWO02000132.1",319959,323647,"ENSAMXG00000032747","gdf6b"
"APWO02000132.1",326905,391088,"ENSAMXG00000010936","pkhd1l1"
"APWO02000132.1",395071,427628,"ENSAMXG00000010976","nudcd1"
"APWO02000132.1",433044,438344,"ENSAMXG00000035218","trhrb"
"APWO02000132.1",452840,453625,"ENSAMXG00000024994","TMEM74"
"APWO02000132.1",476269,489573,"ENSAMXG00000010999","eif3eb"
"APWO02000132.1",582041,637007,"ENSAMXG00000020763","pleca"
"APWO02000132.1",657390,667763,"ENSAMXG00000032584","ensembl"
"APWO02000132.1",669489,680830,"ENSAMXG00000002376","fbxl6"
"APWO02000132.1",685092,687932,"ENSAMXG00000029713","zgc:109744"
"APWO02000132.1",689983,700729,"ENSAMXG00000032834","slc52a2"
"APWO02000132.1",701505,707480,"ENSAMXG00000011035","si:ch73-196l6.5"
"APWO02000132.1",712640,778919,"ENSAMXG00000011048","nfatc1"
"APWO02000132.1",789518,842230,"ENSAMXG00000011082","atp9b"
"APWO02000132.1",846308,855293,"ENSAMXG00000035442","sall3b"
"APWO02000132.1",902323,910914,"ENSAMXG00000011120","galr1a"
"APWO02000132.1",922814,945559,"ENSAMXG00000034042","mbpa"
"APWO02000132.1",1000657,1025292,"ENSAMXG00000011137","znf516"
"APWO02000132.1",1197493,1265958,"ENSAMXG00000011155","tshz1"
"APWO02000066.1",49419,77303,"ENSAMXG00000043895","sncb"
"APWO02000066.1",92308,97468,"ENSAMXG00000030542","si:ch211-59p23.1"
"APWO02000066.1",106432,109308,"ENSAMXG00000041625","ensembl"
"APWO02000066.1",152673,167969,"ENSAMXG00000029641","ensembl"
"APWO02000066.1",180492,183773,"ENSAMXG00000031811","ensembl"
"APWO02000066.1",184860,193111,"ENSAMXG00000041581","ensembl"
"APWO02000066.1",192427,206324,"ENSAMXG00000039731","oscp1a"
"APWO02000066.1",209792,210154,"ENSAMXG00000025301","oscp1a"
"APWO02000066.1",226631,232927,"ENSAMXG00000041367","eva1bb"
"APWO02000066.1",240742,299446,"ENSAMXG00000020877","thrap3b"
"APWO02000066.1",317665,356609,"ENSAMXG00000020859","map7d1b"
"APWO02000066.1",403929,412541,"ENSAMXG00000020849","stpg1"
"APWO02000066.1",412553,427767,"ENSAMXG00000030458","meaf6"
"APWO02000066.1",432102,441643,"ENSAMXG00000032557","fhl3b"
"APWO02000066.1",485285,798488,"ENSAMXG00000020787","TRAPPC9"
"APWO02000066.1",722100,725180,"ENSAMXG00000038821","ensembl"
"APWO02000066.1",829289,958294,"ENSAMXG00000019517","kcnk9"
"APWO02000066.1",1051550,1186606,"ENSAMXG00000019441","col22a1"
"APWO02000066.1",1199278,1237495,"ENSAMXG00000036148","ensembl"
"APWO02000066.1",1331215,1411332,"ENSAMXG00000017175","FAM135B"
"APWO02000087.1",77325,78728,"ENSAMXG00000030139","ensembl"
"APWO02000087.1",80544,85277,"ENSAMXG00000037351","ensembl"
"APWO02000087.1",109976,126943,"ENSAMXG00000033235","ensembl"
"APWO02000087.1",156590,179700,"ENSAMXG00000040058","memo1"
"APWO02000087.1",184693,198953,"ENSAMXG00000019403","srd5a2b"
"APWO02000087.1",202943,211924,"ENSAMXG00000029476","mkks"
"APWO02000087.1",212560,308669,"ENSAMXG00000040124","ensembl"
"APWO02000087.1",320422,376872,"ENSAMXG00000010716","jag1b"
"APWO02000087.1",399086,400297,"ENSAMXG00000038789","ensembl"
"APWO02000087.1",536312,545409,"ENSAMXG00000040256","tasp1"
"APWO02000087.1",706980,740247,"ENSAMXG00000044051","mnd1"
"APWO02000087.1",740439,758697,"ENSAMXG00000001360","plrg1"
"APWO02000087.1",759813,840173,"ENSAMXG00000001379","ensembl"
"APWO02000087.1",842415,853128,"ENSAMXG00000038809","ensembl"
"APWO02000087.1",1265791,1318242,"ENSAMXG00000042013","dctn1a"
"APWO02000087.1",1374296,1376170,"ENSAMXG00000032950","ensembl"
"APWO02000041.1",161868,164218,"ENSAMXG00000040118","ensembl"
"APWO02000041.1",279065,666849,"ENSAMXG00000035456","brinp1"
"APWO02000041.1",775191,778021,"ENSAMXG00000030731","ensembl"
"APWO02000041.1",1043996,1052157,"ENSAMXG00000025281","ensembl"
"APWO02000147.1",30215,37497,"ENSAMXG00000017971","lacc1"
"APWO02000147.1",44458,158706,"ENSAMXG00000017305","enox1"
"APWO02000147.1",117780,189006,"ENSAMXG00000036354","dnajc15"
"APWO02000147.1",153448,157035,"ENSAMXG00000033645","ensembl"
"APWO02000147.1",192668,211062,"ENSAMXG00000033767","epsti1"
"APWO02000147.1",252068,258264,"ENSAMXG00000034608","tnfsf11"
"APWO02000147.1",283574,308676,"ENSAMXG00000032483","akap11"
"APWO02000147.1",327698,428479,"ENSAMXG00000017202","dgkh"
"APWO02000147.1",428416,580007,"ENSAMXG00000017102","vwa8"
"APWO02000147.1",620723,628740,"ENSAMXG00000032394","rgcc"
"APWO02000147.1",630664,634778,"ENSAMXG00000040460","zgc:101559"
"APWO02000147.1",634799,636700,"ENSAMXG00000017004","kbtbd7"
"APWO02000147.1",641693,657098,"ENSAMXG00000016986","slain1a"
"APWO02000147.1",696914,772790,"ENSAMXG00000016952","mycbp2"
"APWO02000147.1",773857,780112,"ENSAMXG00000041547","fbxl3a"
"APWO02000147.1",784133,787271,"ENSAMXG00000016926","cln5"
"APWO02000147.1",788634,792666,"ENSAMXG00000016910","RSPH1"
"APWO02000147.1",807558,810062,"ENSAMXG00000025148","STX19"
"APWO02000147.1",905912,1048881,"ENSAMXG00000016897","epha3"
"APWO02000147.1",908478,910158,"ENSAMXG00000039100","ensembl"
"APWO02000147.1",1245074,1247509,"ENSAMXG00000040907","C3orf38"
"APWO02000147.1",1263941,1365228,"ENSAMXG00000016837","myo1b"
"APWO02000147.1",1370445,1376476,"ENSAMXG00000042949","ensembl"
"APWO02000147.1",1383246,1388965,"ENSAMXG00000016810","bzw1b"
"APWO02000147.1",1394075,1410845,"ENSAMXG00000016789","ensembl"
"APWO02000120.1",21781,46968,"ENSAMXG00000043117","znf512"
"APWO02000120.1",51497,71672,"ENSAMXG00000040134","coq8aa"
"APWO02000120.1",91796,114434,"ENSAMXG00000015359","itpkb"
"APWO02000120.1",125576,148895,"ENSAMXG00000015329","stum"
"APWO02000120.1",170504,171829,"ENSAMXG00000040667","ensembl"
"APWO02000120.1",212591,236963,"ENSAMXG00000042972","ehd3"
"APWO02000120.1",319550,368521,"ENSAMXG00000010511","galnt14"
"APWO02000120.1",406543,421094,"ENSAMXG00000010508","angel2"
"APWO02000120.1",427624,447676,"ENSAMXG00000040103","vash2"
"APWO02000120.1",454552,466904,"ENSAMXG00000010504","flvcr1"
"APWO02000120.1",466683,466907,"ENSAMXG00000041636","si:ch211-147d7.5"
"APWO02000120.1",470608,482981,"ENSAMXG00000010502","tatdn3"
"APWO02000120.1",483220,489100,"ENSAMXG00000034896","nsl1"
"APWO02000120.1",489601,500281,"ENSAMXG00000041692","batf3"
"APWO02000120.1",521790,525440,"ENSAMXG00000038787","atf3"
"APWO02000120.1",539985,543447,"ENSAMXG00000033517","ensembl"
"APWO02000120.1",557401,635365,"ENSAMXG00000010476","hivep2a"
"APWO02000120.1",561940,565147,"ENSAMXG00000040903","ensembl"
"APWO02000120.1",667521,711952,"ENSAMXG00000033511","aig1"
"APWO02000120.1",719611,725004,"ENSAMXG00000036970","ensembl"
"APWO02000120.1",727207,734553,"ENSAMXG00000010455","pex3"
"APWO02000120.1",750140,758600,"ENSAMXG00000010447","ensembl"
"APWO02000120.1",762422,819291,"ENSAMXG00000010439","adgrg6"
"APWO02000120.1",819348,857105,"ENSAMXG00000042183","vta1"
"APWO02000120.1",859279,870480,"ENSAMXG00000043163","ensembl"
"APWO02000120.1",870963,877320,"ENSAMXG00000043866","cx23"
"APWO02000120.1",879596,896968,"ENSAMXG00000010410","nmbr"
"APWO02000120.1",949189,952896,"ENSAMXG00000036492","ensembl"
"APWO02000120.1",1186649,1187308,"ENSAMXG00000025526","cited2"
"APWO02000120.1",1213258,1244059,"ENSAMXG00000010405","txlnba"
"APWO02000120.1",1248733,1258284,"ENSAMXG00000042766","heca"
"APWO02000120.1",1259937,1261186,"ENSAMXG00000038305","abracl"
"APWO02000120.1",1268017,1277096,"ENSAMXG00000010394","slc25a27"
"APWO02000120.1",1279014,1280521,"ENSAMXG00000034266","ptrhd1"
"APWO02000120.1",1288630,1320684,"ENSAMXG00000010390","ncoa1"
"APWO02000120.1",1351671,1357577,"ENSAMXG00000042591","rpl7l1"
"APWO02000120.1",1366433,1374962,"ENSAMXG00000010379","slc5a6a"
"APWO02000120.1",1377163,1389741,"ENSAMXG00000036374","ephx1"
"APWO02000120.1",1391436,1394195,"ENSAMXG00000010366","srp9"
"APWO02000120.1",1395056,1398393,"ENSAMXG00000010360","henmt1"
"APWO02000120.1",1402439,1419651,"ENSAMXG00000035721","fam102bb"
"APWO02000120.1",1437155,1448638,"ENSAMXG00000032993","olfml2ba"
"APWO02000120.1",1451825,1467988,"ENSAMXG00000010343","ensembl"
"APWO02000115.1",21,11609,"ENSAMXG00000009099","znf618"
"APWO02000115.1",64232,303092,"ENSAMXG00000009229","pappaa"
"APWO02000115.1",223835,224239,"ENSAMXG00000033880","ensembl"
"APWO02000115.1",323720,829653,"ENSAMXG00000032093","ASTN2"
"APWO02000115.1",485112,489225,"ENSAMXG00000036952","trim32"
"APWO02000115.1",593700,599816,"ENSAMXG00000037349","ensembl"
"APWO02000115.1",1245233,1245842,"ENSAMXG00000034649","ensembl"
"APWO02000115.1",1250795,1251526,"ENSAMXG00000040856","ensembl"
"APWO02000115.1",1270410,1273962,"ENSAMXG00000034976","ensembl"
"APWO02000115.1",1291015,1291633,"ENSAMXG00000035453","ensembl"
"APWO02000115.1",1306543,1311823,"ENSAMXG00000042126","ensembl"
"APWO02000115.1",1315255,1315994,"ENSAMXG00000031160","ensembl"
"APWO02000115.1",1316038,1317655,"ENSAMXG00000030864","ensembl"
"APWO02000115.1",1320750,1321368,"ENSAMXG00000035189","ensembl"
"APWO02000115.1",1327339,1328302,"ENSAMXG00000037482","ensembl"
"APWO02000115.1",1331489,1331902,"ENSAMXG00000039119","ensembl"
"APWO02000115.1",1374536,1375160,"ENSAMXG00000035477","ensembl"
"APWO02000115.1",1377962,1378587,"ENSAMXG00000043272","ensembl"
"APWO02000115.1",1381478,1382102,"ENSAMXG00000038640","ensembl"
"APWO02000115.1",1387967,1388576,"ENSAMXG00000033349","ensembl"
"APWO02000115.1",1392877,1393301,"ENSAMXG00000037357","ensembl"
"APWO02001329.1",174082,321309,"ENSAMXG00000038375","cntn3b"
"APWO02001329.1",588750,801124,"ENSAMXG00000037592","pdzrn3b"
"APWO02001329.1",853894,870224,"ENSAMXG00000029760","ppp4r2b"
"APWO02001329.1",872196,921792,"ENSAMXG00000036219","gxylt2"
"APWO02001329.1",928104,1039943,"ENSAMXG00000043822","shq1"
"APWO02001329.1",931016,932814,"ENSAMXG00000025407","ensembl"
"APWO02001329.1",1106145,1179964,"ENSAMXG00000034604","rybpb"
"APWO02001329.1",1261107,1266624,"ENSAMXG00000003435","prok2"
"APWO02001329.1",1261420,1263418,"ENSAMXG00000043211","ensembl"
"APWO02001329.1",1276356,1277462,"ENSAMXG00000025552","gpr27"
"APWO02000181.1",97994,172381,"ENSAMXG00000008068","rbpjl"
"APWO02000181.1",161733,162480,"ENSAMXG00000043315","ensembl"
"APWO02000181.1",177070,219906,"ENSAMXG00000008058","matn4"
"APWO02000181.1",241096,242028,"ENSAMXG00000011160","ensembl"
"APWO02000181.1",244204,246019,"ENSAMXG00000032356","ensembl"
"APWO02000181.1",247559,253244,"ENSAMXG00000031744","ensembl"
"APWO02000181.1",259583,264889,"ENSAMXG00000035366","or134-1"
"APWO02000181.1",278038,278951,"ENSAMXG00000032858","or134-1"
"APWO02000181.1",293061,294935,"ENSAMXG00000038168","ensembl"
"APWO02000181.1",299110,301917,"ENSAMXG00000011164","si:dkeyp-3f10.17"
"APWO02000181.1",322144,323173,"ENSAMXG00000011167","or137-7"
"APWO02000181.1",326845,328114,"ENSAMXG00000025433","si:dkeyp-3f10.16"
"APWO02000181.1",337738,342154,"ENSAMXG00000038319","ensembl"
"APWO02000181.1",344663,345553,"ENSAMXG00000025434","si:dkeyp-3f10.11"
"APWO02000181.1",351845,352708,"ENSAMXG00000040477","ensembl"
"APWO02000181.1",354344,377320,"ENSAMXG00000040044","si:dkey-43k4.5"
"APWO02000181.1",399021,468243,"ENSAMXG00000011183","STK4"
"APWO02000181.1",474500,475675,"ENSAMXG00000036877","ensembl"
"APWO02000181.1",485560,493890,"ENSAMXG00000037368","rhebl1"
"APWO02000181.1",519904,521315,"ENSAMXG00000034283","ensembl"
"APWO02000181.1",605475,731009,"ENSAMXG00000011906","pex5la"
"APWO02000181.1",615212,621864,"ENSAMXG00000029679","ensembl"
"APWO02000181.1",624366,627291,"ENSAMXG00000034911","ensembl"
"APWO02000181.1",736285,773014,"ENSAMXG00000011904","usp13"
"APWO02000181.1",776267,783623,"ENSAMXG00000037596","ndufb5"
"APWO02000181.1",784507,788969,"ENSAMXG00000011888","mrpl47"
"APWO02000181.1",790562,802791,"ENSAMXG00000011893","actl6a"
"APWO02000181.1",803990,875545,"ENSAMXG00000011864","tmem131"
"APWO02000181.1",875630,897638,"ENSAMXG00000035927","si:ch211-201h21.5"
"APWO02000181.1",897705,912671,"ENSAMXG00000011848","bivm"
"APWO02000181.1",915120,921220,"ENSAMXG00000011842","zgc:172121"
"APWO02000181.1",922158,1016138,"ENSAMXG00000011837","nme7"
"APWO02000181.1",952057,957544,"ENSAMXG00000038001","ensembl"
"APWO02000181.1",994707,995987,"ENSAMXG00000034041","ensembl"
"APWO02000181.1",1015330,1027178,"ENSAMXG00000036612","atp1b1a"
"APWO02000181.1",1084665,1090155,"ENSAMXG00000042958","dpt"
"APWO02000181.1",1122927,1137305,"ENSAMXG00000011813","zbtb11"
"APWO02000181.1",1155925,1216663,"ENSAMXG00000044089","dipk1ab"
"APWO02000181.1",1220503,1228380,"ENSAMXG00000004832","rpl5b"
"APWO02000181.1",1253262,1316196,"ENSAMXG00000004833","evi5b"
